If	Then	Confidence
B016C9GLBY	B01KU4LRW0	1.00
B01FR8IDFI	B01FQUHACY	0.67
B007P28FN0	B07BRDZVK2	1.00
B01FI68VQA	B07J4VF2C8	1.00
B07FXN39TM	B01KWX8NU8	1.00
B019NGYG2E	B00GN3KC6U	1.00
B07B7L8C6K	B075FY33QD	0.67
B013Y79ZJ2	B00OQ7R9DE	1.00
B00322XV8Q	B00001TOXD	1.00
B01NC0KC30	B01C8MOSSC	1.00
B01LF76SJS	B00W9DYAIY	1.00
B07BR6RMYS	B003QHZDW4	0.50
B00WFAGA7A	B00NVKOEV2	1.00
B00R9X97YG	B00JMBDN8O	1.00
B007VITJN8	B00JMBCUKG	1.00
B06WW5SZLV	B00OQ7R9DE	1.00
B016C9GLBY	B01IVEI1WA	0.67
B074MNNW5T	B074MN5RRD	0.67
B01C7YZN1C	B06WW5SZLV	1.00
B002B4EAZY	B003ITL74S	1.00
B00MDU0XCA	B00001TOXD	1.00
B07FXN39TM	B002KJ3A74	1.00
B07KGHTC97	B00BG34G3C	1.00
B007L016BO	B00UM239Y0	1.00
B015GPJF2C	B00BZ5S9QG	0.67
B01LQP6VTG	B00BJH25Y2	0.67
B01N2OZV41	B01FQUHACY	1.00
B01H5RFYT2	B00I5RKX02	0.67
B005TS13Y0	B003AIKE6E	1.00
B000A0UO0G	B002B57MA8	0.50
B0042U3F6A	B000H3T5HO	1.00
B000H3NRPK	B07LBZVCQT	0.50
B001RNO30W	B07BRDZVK2	1.00
B01LX9T2O1	B007P28FN0	1.00
B01H5RFYT2	B01ENRXHLO	0.67
B00T6JFPBK	B01H5RFYT2	1.00
B01D10RT22	B07BRDZVK2	1.00
B016C9GLBY	B01H5RFYT2	1.00
B00BJH3JVA	B00BG34FKG	1.00
B01LF76SJS	B01HNOIS4A	1.00
B00BM5RUNM	B0042U3F6A	0.67
B003A7PB5Y	B008DD51O6	1.00
B00001TOXD	B00MDU0XCA	0.50
B007P28FN0	B07C5F6YDF	1.00
B003QHZAKO	B07C54FVYJ	1.00
B00KQF64EU	B075FY33QD	1.00
B00IP8Q9KE	B00LCVVDOI	0.67
B07CRWD727	B003IC4W6A	1.00
B003E8ZORY	B01KU4LRW0	1.00
B016C9GLBY	B00WO3ML6C	1.00
B00IMSX0QS	B00DM276NW	1.00
B002KJ3A74	B07BR6RMYS	1.00
B00KQF4VZY	B075FY33QD	0.67
B008DD51O6	B00T6JFPBK	0.67
B00LCVVDOI	B000H3NRPK	0.80
B01LX9T2O1	B001SES07C	1.00
B000H67LEA	B00BG34FKG	0.50
B002N3CE0Q	B015GPJF2C	0.67
B003QHZAKO	B07JKZR4BP	1.00
B000PLTLNG	B004AI3XUM	0.67
B00BMDAEHS	B00BG34FKG	1.00
B003IC4W6A	B00T6J4IQI	0.67
B00LCVVDOI	B00BMDAEHS	0.60
B00LCVVDOI	B00236ZCMK	0.80
B01LF76SJS	B013O1T4NA	1.00
B074N78SXG	B01NAZENBS	1.00
B013O1T4NA	B07C5F6YDF	1.00
B01NC0KC30	B00UM239Y0	1.00
B01KWX8NU8	B001E2R2M2	1.00
B00P2D5U7I	B012S37HQ6	1.00
B01EV7JN5K	B00F8JH15U	0.67
B00BJH3JT2	B00LCVVDOI	1.00
B06WW5SZLV	B01N2OZV41	0.67
B000HG8XXS	B00BJH3JT2	1.00
B004661X8W	B000H3VFLS	1.00
B000000XB8	B01LX9T2O1	1.00
B074MN5RRD	B01ENRXHLO	1.00
B00OQ7R9DE	B011W56OXS	1.00
B00P2D5U7I	B009A882D0	1.00
B011W56OXS	B00T6J4IQI	0.67
B000ZQ667A	B0009S6TJY	1.00
B00OQ7R9DE	B008DD51O6	1.00
B07BR6RMYS	B00IP8Q9KE	0.50
B002N3CE0Q	B07LBZVCQT	0.67
B00BMDAEHS	B00BZ5PE64	0.67
B013Y79ZJ2	B01FQUHACY	0.67
B016C9GLBY	B00OQ7R9DE	1.00
B076BQDH8N	B07DC8BR3B	1.00
B074N78SXG	B01NAZEPPF	1.00
B00MDU0XCA	B003S3SPZS	0.50
B00I5RKX02	B01EV7JN5K	1.00
B00IMSWSZ2	B002N3CE0Q	0.67
B003AIKE6E	B07CM33RK6	1.00
B074MN5RRD	B01IVEI1WA	1.00
B002UDUPP0	B001E2R2M2	1.00
B015GPJF2C	B00WFAGA7A	0.67
B01LF76SJS	B00W9DYBDS	1.00
B000H3VFLS	B00KQF64EU	1.00
B00P2D5U7I	B004GGU9QY	1.00
B00T6JFPBK	B013Y79ZJ2	1.00
B07C54FVYJ	B00BG34FKG	1.00
B007KFQ3E0	B00318CBS2	1.00
B01LX9T2O1	B005TS13Y0	1.00
B016C9GLBY	B013Y79ZJ2	1.00
B074QMGVML	B00001TOXD	1.00
B008DD51O6	B003A7PB5Y	1.00
B019NGYG2E	B01LQP6VTG	1.00
B004AI3XUM	B00YD39QS2	1.00
B01LQP6VTG	B000H3T5HO	1.00
B01FQUHACY	B008DD5114	1.00
B00GN3KC6U	B000H3T5HO	1.00
B000H3VFLS	B004661X8W	1.00
B07CRWD727	B06XRSGM2R	1.00
B00SOFZTCW	B00IMSX0QS	1.00
B01EV7JN5K	B008DD5114	0.67
B07JHBBGQ9	B00YD39QS2	1.00
B00236ZCMK	B002KJ3A74	0.60
B00284B0AK	B00ZPFA8T8	1.00
B002B4EAZY	B001E2R2M2	1.00
B07BT98MVN	B001SES07C	1.00
B01HNOIS4A	B01LF76SJS	1.00
B01LX9T2O1	B013O1T4NA	1.00
B01HNOIS4A	B001RNO30W	1.00
B01LQP6VTG	B000H3NRPK	1.00
B074N78SXG	B00J9C5US2	1.00
B00GN3KC6U	B000H3NRPK	1.00
B001SES07C	B07BRDZVK2	1.00
B00I5RKX02	B01H5RFYT2	1.00
B001V51SIG	B00T6J4IQI	1.00
B00BZ5S9QG	B07LBZVCQT	1.00
B0009S6TJY	B00SOFZTCW	1.00
B003QHZAKO	B00IMSWSZ2	1.00
B013Y79ZJ2	B003IC4W6A	1.00
B01LQP6VTG	B00236ZCMK	1.00
B00JMBDTWO	B00R9X97YG	1.00
B01C8MOSSC	B01BVF5CN2	1.00
B005TS13Y0	B01LF76SJS	1.00
B06WW5SZLV	B003IC4W6A	1.00
B005TS13Y0	B001RNO30W	1.00
B00YD39QS2	B000H3VFLS	1.00
B0042U3F6A	B00236ZCMK	0.67
B00W9DYBDS	B07CM33RK6	1.00
B01N2OZV41	B01FR8IDFI	1.00
B00YS65KTS	B001V51SIG	0.67
B07JHBBGQ9	B000H3VFLS	1.00
B003S3SPZS	B07C9RTFWS	1.00
B07BRDZVK2	B00P2D5U7I	1.00
B00IP8Q9KE	B07C54FVYJ	0.67
B01IVEI1WA	B008DD51O6	1.00
B076QJBZ9B	B07JKZR4BP	1.00
B003QHZDW4	B000H3T5HO	1.00
B003IC4W6A	B01N2OZV41	0.67
B00004U3SS	B01KWX8NU8	1.00
B07C54FVYJ	B07JKZR4BP	1.00
B00BZ5PE64	B01LQP6VTG	1.00
B00BG34FKG	B003QHZDW4	0.50
B00IKCMPB2	B0089B1YSE	1.00
B001V51SIG	B01EV7JN5K	1.00
B019NGYG2E	B07KGHTC97	1.00
B00I5RKX02	B07CRWD727	1.00
B00IMSWSZ2	B00WFAGA7A	0.67
B00MDU0XCA	B003QHZAKO	0.50
B07CM33RK6	B07C5F6YDF	1.00
B00BG34FKG	B00NVKOEV2	0.50
B003IC4W6A	B07CRWD727	0.67
B00BJH4NXS	B001E2R2M2	1.00
B003VR4XH0	B000H3NRPK	1.00
B004AI3XUM	B00JMBDTWO	1.00
B00IKCMPB2	B01C8MOSSC	1.00
B003ITL74S	B00BG34FKG	0.80
B01N8VPAQG	B00ZPFA8T8	1.00
B00OQ7R9DE	B06WW5SZLV	1.00
B00I5RKX02	B00OQ7R9DE	1.00
B07BP31RLV	B00BG34G3C	1.00
B003S3SPZS	B01KWX8NU8	1.00
B004AI3XUM	B00R9X97YG	1.00
B003VR4XH0	B00236ZCMK	1.00
B011W56OXS	B07CRWD727	0.67
B008DD510A	B01I5QJDZ8	0.67
B00236ZCMK	B00LCVVDOI	0.80
B00TDNNUMK	B000A0UO0G	1.00
B01I5QJDZ8	B00T6JFPBK	1.00
B00F8JH15U	B008DD510A	1.00
B01C8MOSSC	B00J4JWL4G	1.00
B01LQP6VTG	B07BP31RLV	0.67
B00I5RKX02	B013Y79ZJ2	1.00
B003QHZDW4	B00NVKOEV2	0.67
B01EV7JN5K	B01FI68VQA	0.67
B01N16WPP5	B01N7Y4TRR	1.00
B002YAGIOG	B00KX22PBC	1.00
B013O1T4NA	B003AIKE3C	1.00
B01D10RT22	B003AIKE3C	1.00
B00IKCMPAS	B01C8MOSSC	1.00
B00BG34G3C	B003QHZDW4	0.50
B00KQF4VZY	B000H3VFLS	0.67
B07CM33RK6	B000000XB8	1.00
B01EV7JN5K	B01C7YZN1C	0.67
B01FQUHACY	B011W56OXS	1.00
B001V51SIG	B00WO3ML6C	1.00
B00BIGBAEK	B00J4JWL4G	1.00
B07BT98MVN	B004GGU9QY	1.00
B00T6J4IQI	B074MNNW5T	1.00
B07B7L8C6K	B075VFSLF2	1.00
B074N78SXG	B01NC0KC30	1.00
B003A8H7NW	B001EVXRE0	1.00
B003S3SPZS	B00BZ5S9TI	1.00
B00W9DYBDS	B00P2D5U7I	1.00
B07J4VF2C8	B003IC4W6A	1.00
B004AI3XUM	B07B7L8C6K	1.00
B00KQF4VZY	B00FB3JHVO	1.00
B07C54FVYJ	B00IMSWSZ2	1.00
B000YPMJF0	B00BMDAEHS	1.00
B00BG34FKG	B00IP8Q9KE	0.50
B00IP8Q9KE	B00GN3KC6U	0.67
B015GPJF2C	B00BMDAEHS	0.67
B01EV7JN5K	B01FQUHACY	0.67
B007KFQ3E0	B003AIKE6E	1.00
B01C7YZN1C	B01FQUHACY	1.00
B007KFQ3E0	B01D10RT22	1.00
B00YS65KTS	B00T6JFPBK	0.67
B00YS65KTS	B01KBF01FM	0.67
B00BJH4NWO	B07JKZR4BP	1.00
B00IP8Q9KE	B01LQP6VTG	1.00
B00BZ5S9TI	B015GPJF2C	0.67
B01C7YZN1C	B008DD510A	1.00
B000H3NRPK	B00BG34FKG	0.83
B002KJ3A74	B076QJBZ9B	0.67
B003S3SPZS	B015GPJF2C	1.00
B00WFAGA7A	B002N3CE0Q	1.00
B01M3R75G6	B001RNO30W	1.00
B001V51SIG	B00OQ7R9DE	1.00
B0087UKLR2	B000HG8XXS	0.67
B015LYRCFK	B00J9C5US2	1.00
B00T6J4IQI	B01EV7JN5K	1.00
B00318CBS2	B00KX22PBC	1.00
B07BR6RMYS	B001E2R2M2	1.00
B07C27N7WM	B06WW5SZLV	1.00
B01FR8IDFI	B00T6JFPBK	0.67
B003A8H7NW	B00KQF64EU	1.00
B0765CR135	B011W56OXS	1.00
B00KQF4VZY	B075VFSLF2	1.00
B0042U3F6A	B01KWX8NU8	1.00
B000000XB8	B07BRDZVK2	1.00
B07JKZR4BP	B003S3SPZS	0.50
B00WFAGA7A	B019NGYG2E	1.00
B011W56OXS	B008DD51O6	1.00
B01FI68VQA	B003A7PB5Y	1.00
B01EV7JN5K	B01FR8IDFI	1.00
B00MDU0XCA	B002KJ3A74	0.75
B00236ZCMK	B00BZ5S9QG	0.60
B00W9DYAIY	B00P2D5U7I	1.00
B007P28FN0	B07D1TRJ94	1.00
B07DC8BR3B	B00009NQW1	1.00
B008DD510A	B00I5RKX02	0.67
B00004U3SS	B002UDUPP0	1.00
B00JMBCUKG	B007VITJN8	1.00
B00KX22PBC	B000000XB8	1.00
B07BP31RLV	B00IP8Q9KE	1.00
B00FB3JHVO	B00KQF4VZY	1.00
B003AIKE3C	B07CM33RK6	1.00
B000A0UO0G	B003VR4XH0	0.50
B00J9C5US2	B00UM239Y0	1.00
B07CRWD727	B008DD51O6	1.00
B000H3NRPK	B000H3T5HO	1.00
B008DD510A	B01ENRXHLO	0.67
B00UM239Y0	B07CKZVG19	0.67
B07CKZVG19	B00BIGBAEK	1.00
B004661X8W	B001EVXRE0	1.00
B01ENRXHLO	B00WO3ML6C	1.00
B001RNO30W	B00P2D5U7I	1.00
B003AIKE3C	B01LF76SJS	1.00
B07CM33RK6	B003AIKE3C	1.00
B00BZ5S9QG	B07KGHTC97	0.67
B003S3SPZS	B002UDUPP0	1.00
B00IMSWSZ2	B00BMDAEHS	0.67
B00BJH3JVA	B002N3CE0Q	1.00
B074MNNW5T	B01I5QJDZ8	0.67
B00KQF64EU	B001EVXRE0	1.00
B004GGU9QY	B000000XB8	1.00
B008DD510A	B01IVEI1WA	0.67
B00BJH4NWO	B00IMSWSZ2	1.00
B00BJH25Y2	B07JKZR4BP	1.00
B07CRWD727	B00WO3ML6C	1.00
B0006GK6YS	B00IYP3E9W	1.00
B07B7L8C6K	B00JMBDN8O	1.00
B01M3R75G6	B07D1TRJ94	1.00
B002YAGIOG	B012S37HQ6	1.00
B01C7YZN1C	B003E8ZORY	1.00
B01KWX8NU8	B00IMSWSZ2	0.50
B003S3SPZS	B00BJH4NWO	1.00
B002YAGIOG	B009A882D0	1.00
B075FY33QD	B001EVXRE0	1.00
B00KX22PBC	B01HNOIS4A	1.00
B004AI3XUM	B075VFSLF2	1.00
B01NAZENBS	B00BIGBAEK	1.00
B00J9C5US2	B00IKCMPAS	1.00
B00BZ5PE64	B00BZ5S9QG	1.00
B01LQP6VTG	B003QHZAKO	0.67
B07BRDZVK2	B01M3R75G6	1.00
B00OQ7R9DE	B01I5QJDZ8	0.67
B001E2R2M2	B00236ZCMK	0.62
B000HG8XXS	B000A0UO0G	1.00
B0042Z74VM	B07DM1QZ38	0.50
B07C9RTFWS	B07JKZR4BP	0.67
B003E8ZORY	B074MN5RRD	0.67
B0087UHZ9O	B00BG34FKG	1.00
B01LQP6VTG	B01KWX8NU8	1.00
B01C375RCI	B00BG34G3C	1.00
B00T6J4IQI	B00OQ7R9DE	1.00
B01C375RCI	B00001TOXD	1.00
B00GN3KC6U	B01KWX8NU8	1.00
B00NVKOEV2	B0087UKLR2	0.67
B00WO3ML6C	B0765CR135	0.67
B015LYRCFK	B01NC0KC30	1.00
B01NAZEPPF	B00IKCMPAS	1.00
B000HG8XXS	B00TDNNUMK	1.00
B007KFQ3E0	B01LX9T2O1	1.00
B003S3SPZS	B003ITL74S	1.00
B01FQUHACY	B01FR8IDFI	1.00
B00J4JWL4G	B015LYRCFK	0.67
B000H3VFLS	B003A8H7NW	1.00
B075VFSLF2	B00R9X97YG	0.67
B00KQF64EU	B004661X8W	1.00
B000PLTLNG	B00YD39QS2	0.67
B015GPJF2C	B00BG34FKG	1.00
B07C27N7WM	B074MNNW5T	1.00
B00BZ5PE64	B00BG34G3C	1.00
B07CRWD727	B013Y79ZJ2	1.00
B00BM5RUNM	B003ITL74S	0.67
B000A0UO0G	B01C375RCI	0.50
B00BZ5PE64	B00001TOXD	1.00
B00YS65KTS	B003IC4W6A	1.00
B00318CBS2	B012S37HQ6	1.00
B009A882D0	B007P28FN0	1.00
B003VR4XH0	B00BG34G3C	1.00
B013Y79ZJ2	B011W56OXS	1.00
B016C9GLBY	B07CRWD727	0.67
B003E8ZORY	B011W56OXS	1.00
B000HG8XXS	B0087UKLR2	1.00
B00318CBS2	B009A882D0	1.00
B074MN5RRD	B01EV7JN5K	1.00
B001V51SIG	B003IC4W6A	1.00
B0084Z6WUK	B00567KJ6C	1.00
B01FI68VQA	B008DD51O6	1.00
B015GPJF2C	B00BZ5PE64	0.67
B07CRWD727	B06WW5SZLV	1.00
B07C9RTFWS	B000H3NRPK	0.67
B01KWX8NU8	B000A0UO0G	0.50
B00BJH25Y2	B00IMSWSZ2	1.00
B00NVKOEV2	B002B57MA8	0.67
B01KWX8NU8	B00BG34FKG	1.00
B0042U3F6A	B002UDUPP0	1.00
B07BP31RLV	B000H3T5HO	1.00
B07BP31RLV	B00001TOXD	1.00
B07KGHWV65	B00NVKOEV2	1.00
B0030552C8	B00IKCMPAS	1.00
B001M5CSW0	B07532QVC5	1.00
B00WO3ML6C	B074MNNW5T	1.00
B007KFQ3E0	B005TS13Y0	1.00
B000ZQ667A	B00IMSX0QS	1.00
B0087UHZ9O	B07JKZR4BP	1.00
B076QJBZ9B	B00001TOXD	1.00
B000H3NRPK	B000H67LEA	0.50
B07JKZR4BP	B000H3T5HO	1.00
B01BVF5CN2	B0089B1YSE	1.00
B00IKCMPB2	B074N78SXG	1.00
B01I5QJDZ8	B003IC4W6A	1.00
B00BG34FKG	B001E2R2M2	1.00
B01LQP6VTG	B015GPJF2C	1.00
B00BZ5PE64	B00MDU0XCA	1.00
B00GN3KC6U	B015GPJF2C	1.00
B004GGU9QY	B00W9DYBDS	1.00
B0087UKLR2	B00BM5RUNM	0.67
B00TDNNUMK	B00BG34G3C	1.00
B01BVF5CN2	B00IKCMPB2	1.00
B074MNNW5T	B00F8JH15U	0.67
B01BVF5CN2	B01C8MOSSC	1.00
B01N2OZV41	B01H5RFYT2	1.00
B008DD5114	B00WO3ML6C	1.00
B00J9C5US2	B0089B1YSE	1.00
B00MDU0XCA	B00BZ5S9QG	0.75
B00MDU0XCA	B002N3CE0Q	0.50
B00IKCMPAS	B00J4JWL4G	1.00
B01M3R75G6	B00318CBS2	1.00
B00236ZCMK	B07JKZR4BP	0.80
B00YS65KTS	B06XRSGM2R	1.00
B003QHZDW4	B00BZ5S9QG	0.67
B004GGU9QY	B01LF76SJS	1.00
B01LF76SJS	B07CM33RK6	1.00
B01HNOIS4A	B003AIKE6E	1.00
B074MN5RRD	B01N2OZV41	1.00
B01HNOIS4A	B01D10RT22	1.00
B01LQP6VTG	B002KJ3A74	0.67
B009A882D0	B005TS13Y0	1.00
B00F8JH15U	B01EV7JN5K	1.00
B00NVKOEV2	B00GN3KC6U	0.67
B07C5F6YDF	B01HNOIS4A	1.00
B008DD5114	B01I5QJDZ8	1.00
B000R4KNE2	B003ITL74S	1.00
B07D1TRJ94	B07BRDZVK2	0.83
B016C9GLBY	B008DD51O6	1.00
B00BG34FKG	B00MDU0XCA	0.67
B003QHZDW4	B015GPJF2C	1.00
B00P2D5U7I	B07D1TRJ94	1.00
B00BZ5S9TI	B00BG34G3C	1.00
B074MNNW5T	B008DD5114	0.67
B003QHZAKO	B003QHZDW4	1.00
B00WFAGA7A	B00BMDAEHS	1.00
B01KWX8NU8	B002B57MA8	0.50
B074MN5RRD	B00OQ7R9DE	1.00
B00CXOLAWI	B0084Z6WUK	1.00
B01LQP6VTG	B002UDUPP0	1.00
B07KGHWV65	B00236ZCMK	1.00
B00322XV8Q	B002B57MA8	1.00
B00GN3KC6U	B002UDUPP0	1.00
B00W9DYBDS	B001SES07C	1.00
B01ENRXHLO	B008DD5114	1.00
B013Y79ZJ2	B06WW5SZLV	1.00
B00JMBDN8O	B07B7L8C6K	1.00
B003IC4W6A	B07C27N7WM	0.67
B00WO3ML6C	B008DD5114	0.67
B000YPMJF0	B00BJH3JVA	1.00
B01LQP6VTG	B00BZ5S9TI	0.67
B001EVXRE0	B00FB3JHVO	1.00
B01N2OZV41	B013Y79ZJ2	1.00
B00J4JWL4G	B00BIGBAEK	0.67
B001RNO30W	B01M3R75G6	1.00
B00IP8Q9KE	B00MDU0XCA	1.00
B002N3CE0Q	B00001TOXD	1.00
B009A882D0	B00W9DYBDS	1.00
B01EV7JN5K	B00T6JFPBK	0.67
B06XRSGM2R	B00F8JH15U	0.67
B00W9DYAIY	B007P28FN0	1.00
B015GPJF2C	B07C54FVYJ	0.67
B004AI3XUM	B07JHBBGQ9	1.00
B00WFAGA7A	B00IMSWSZ2	1.00
B00MHTCLYA	B00UM239Y0	1.00
B003QHZDW4	B00WFAGA7A	0.67
B007P28FN0	B007KFQ3E0	1.00
B07BT98MVN	B00KX22PBC	1.00
B000A0UO0G	B002KJ3A74	0.50
B07CKZVG19	B0089B1YSE	1.00
B009A882D0	B01LF76SJS	1.00
B000WCSAN0	B00001TOXD	1.00
B07C9RTFWS	B003QHZDW4	0.67
B07BRDZVK2	B01LF76SJS	1.00
B0087UKLR2	B000H67LEA	0.67
B01LF76SJS	B07BRDZVK2	1.00
B00F8JH15U	B07CRWD727	1.00
B013O1T4NA	B07BT98MVN	1.00
B07BR6RMYS	B00LCVVDOI	0.50
B00JMBDTWO	B004AI3XUM	1.00
B002B57MA8	B00004U3SS	0.67
B001RNO30W	B007P28FN0	1.00
B000H67LEA	B00BM5RUNM	0.50
B007P28FN0	B001SES07C	1.00
B014DPDHCA	B07BSV262S	1.00
B07CKZVG19	B01C8MOSSC	1.00
B01D10RT22	B007P28FN0	1.00
B007P28FN0	B01D10RT22	1.00
B07FXN39TM	B07LBZVCQT	1.00
B00F8JH15U	B00OQ7R9DE	1.00
B003A8H7NW	B00JMBDTWO	1.00
B013O1T4NA	B007KFQ3E0	1.00
B07DC8BR3B	B076BQDH8N	1.00
B000000XB8	B00P2D5U7I	1.00
B003QHZAKO	B000H3NRPK	1.00
B00IKCMPB2	B00J9C5US2	1.00
B00NVKOEV2	B01LQP6VTG	0.67
B0765CR135	B01ENRXHLO	1.00
B002B57MA8	B000H3NRPK	1.00
B074MNNW5T	B01FI68VQA	0.67
B01EV7JN5K	B01H5RFYT2	1.00
B00I5RKX02	B011W56OXS	1.00
B001E2R2M2	B01KWX8NU8	0.75
B001V51SIG	B07C27N7WM	1.00
B01M3R75G6	B007KFQ3E0	1.00
B01NAZENBS	B0089B1YSE	1.00
B001RNO30W	B001SES07C	1.00
B07BR6RMYS	B002UDUPP0	0.75
B008DD51O6	B01N2OZV41	0.67
B00JMBDTWO	B000PLTLNG	1.00
B01C375RCI	B000H3T5HO	1.00
B00318CBS2	B007KFQ3E0	1.00
B000WNL1G2	B00IYP3E9W	1.00
B07KGHTC97	B07LBZVCQT	1.00
B00IMSWSZ2	B00BJH25Y2	0.67
B01KU4LRW0	B003IC4W6A	1.00
B01NAZENBS	B00IKCMPB2	1.00
B01NAZENBS	B01C8MOSSC	1.00
B013O1T4NA	B00W9DYAIY	1.00
B0765CR135	B01IVEI1WA	1.00
B01LX9T2O1	B012S37HQ6	1.00
B000R4KNE2	B001E2R2M2	1.00
B07C54FVYJ	B003QHZDW4	1.00
B01D10RT22	B00W9DYAIY	1.00
B07C27N7WM	B003E8ZORY	1.00
B07KGHTC97	B00LCVVDOI	1.00
B00BJH3JT2	B00BG34G3C	1.00
B07532QVC5	B000WNL1G2	1.00
B00W9DYAIY	B005TS13Y0	1.00
B01LX9T2O1	B009A882D0	1.00
B07C27N7WM	B016C9GLBY	1.00
B008DD51O6	B07CRWD727	0.67
B07LBZVCQT	B000H3NRPK	1.00
B07JHBBGQ9	B00R9X97YG	1.00
B07J4VF2C8	B06WW5SZLV	1.00
B06XRSGM2R	B07C27N7WM	0.67
B00MDU0XCA	B00NVKOEV2	0.50
B01ENRXHLO	B01C7YZN1C	1.00
B009A882D0	B00318CBS2	1.00
B06XRSGM2R	B01KBF01FM	0.67
B007KFQ3E0	B07C5F6YDF	1.00
B07DC8BR3B	B07BXKYRN6	1.00
B003IC4W6A	B008DD510A	1.00
B01LQP6VTG	B00BJH4NWO	0.67
B07LBZVCQT	B00236ZCMK	1.00
B00BMDAEHS	B01LQP6VTG	0.67
B07B7L8C6K	B00JMBDTWO	0.67
B01IVEI1WA	B06WW5SZLV	1.00
B00YS65KTS	B01EV7JN5K	1.00
B00W9DYAIY	B013O1T4NA	1.00
B002B57MA8	B07JKZR4BP	0.67
B013O1T4NA	B01HNOIS4A	1.00
B06WW5SZLV	B074MNNW5T	1.00
B07KGHTC97	B002UDUPP0	1.00
B000ZQ667A	B00DM276NW	1.00
B075FY33QD	B004AI3XUM	1.00
B004AI3XUM	B000PLTLNG	1.00
B011W56OXS	B008DD510A	1.00
B00BIGBAEK	B01BVF5CN2	1.00
B074MN5RRD	B003IC4W6A	1.00
B01LQP6VTG	B002N3CE0Q	0.67
B00WO3ML6C	B003E8ZORY	1.00
B00567KJ6C	B07BXKYRN6	1.00
B01D10RT22	B005TS13Y0	1.00
B003ITL74S	B00BG34G3C	0.80
B00WO3ML6C	B01FQUHACY	0.67
B01LQP6VTG	B003ITL74S	0.67
B07JKZR4BP	B00BZ5S9QG	0.75
B07JKZR4BP	B002N3CE0Q	0.50
B00KQF64EU	B003A8H7NW	1.00
B01EV7JN5K	B013Y79ZJ2	1.00
B000HG8XXS	B00NVKOEV2	1.00
B076QJBZ9B	B000H3T5HO	1.00
B00BMDAEHS	B003QHZDW4	0.67
B00IYP3E9W	B01N8VPAQG	1.00
B00OQ7R9DE	B07J4VF2C8	0.67
B003AIKE3C	B001SES07C	1.00
B074MNNW5T	B01FR8IDFI	1.00
B07CM33RK6	B07BT98MVN	1.00
B003IC4W6A	B0765CR135	0.67
B002N3CE0Q	B00BJH3JVA	0.67
B00KQF64EU	B00JMBDTWO	1.00
B01D10RT22	B013O1T4NA	1.00
B01I5QJDZ8	B01EV7JN5K	1.00
B07BT98MVN	B012S37HQ6	1.00
B00W9DYAIY	B07CM33RK6	1.00
B01FQUHACY	B01H5RFYT2	1.00
B074MNNW5T	B001V51SIG	0.67
B000H3VFLS	B00YD39QS2	1.00
B075FY33QD	B000PLTLNG	1.00
B07BP31RLV	B01KWX8NU8	1.00
B00TDNNUMK	B00001TOXD	1.00
B00KQF4VZY	B00JMBDTWO	0.67
B0006GK6YS	B00MDU0X7A	1.00
B00236ZCMK	B07LBZVCQT	0.60
B00KQF4VZY	B00R9X97YG	0.67
B0042ZG2K6	B00BG34FKG	0.67
B01C375RCI	B0042U3F6A	1.00
B013Y79ZJ2	B01I5QJDZ8	0.67
B075FY33QD	B00JMBDTWO	1.00
B00W9DYAIY	B01LF76SJS	1.00
B003E8ZORY	B01I5QJDZ8	0.67
B013O1T4NA	B00P2D5U7I	1.00
B07JKZR4BP	B01KWX8NU8	1.00
B007P28FN0	B01LF76SJS	1.00
B00IMSWSZ2	B00GN3KC6U	0.67
B003QHZDW4	B00BMDAEHS	0.67
B01D10RT22	B00W9DYBDS	1.00
B00BG34G3C	B003ITL74S	0.67
B00IMSWSZ2	B01LQP6VTG	1.00
B00OQ7R9DE	B001V51SIG	0.67
B003QHZDW4	B003ITL74S	0.67
B000YPMJF0	B000H3T5HO	1.00
B00BZ5PE64	B07KGHTC97	1.00
B07CM33RK6	B00W9DYAIY	1.00
B00318CBS2	B00P2D5U7I	1.00
B003A7PB5Y	B008DD5114	0.67
B00F8JH15U	B003IC4W6A	1.00
B00IMSWSZ2	B000H3NRPK	1.00
B00UM239Y0	B01NAZEPPF	0.67
B01I5QJDZ8	B01H5RFYT2	1.00
B003VR4XH0	B001E2R2M2	1.00
B001RNO30W	B01LF76SJS	1.00
B01LQP6VTG	B07BR6RMYS	0.67
B01LF76SJS	B002YAGIOG	1.00
B00J4JWL4G	B07CKZVG19	0.67
B003IC4W6A	B074MNNW5T	1.00
B01D10RT22	B01LF76SJS	1.00
B00BZ5S9TI	B00001TOXD	1.00
B01FQUHACY	B00OQ7R9DE	1.00
B075FY33QD	B00JMBDN8O	1.00
B07KGHWV65	B01KWX8NU8	1.00
B01I5QJDZ8	B00WO3ML6C	1.00
B07J4VF2C8	B074MNNW5T	1.00
B07JKZR4BP	B00WFAGA7A	0.50
B008DD5114	B01FI68VQA	1.00
B016C9GLBY	B07C27N7WM	0.67
B003QHZAKO	B00MDU0XCA	1.00
B075VFSLF2	B07JHBBGQ9	0.67
B01I5QJDZ8	B01N2OZV41	1.00
B00BMDAEHS	B00IP8Q9KE	0.67
B07CM33RK6	B01HNOIS4A	1.00
B00P2D5U7I	B007KFQ3E0	1.00
B000H3NRPK	B00NVKOEV2	0.50
B01FQUHACY	B013Y79ZJ2	1.00
B06XRSGM2R	B01FR8IDFI	1.00
